Abstract #,Poster #,Title,Authors,Institutions
832,G28,Impact of gene expression signatures of immune infiltration on response to sequential intravesical gemcitabine and docetaxel versus bacillus Calmette-Guerin in high-risk non-muscle-invasive bladder cancer.,"Vignesh Packiam , Joep de Jong , Saum Ghodoussipour , James Proudfoot , Elai Davicioni , Ian McElree , Michael O'Donnell","Rutgers RWJ Barnabas Health, Erasmus MC Cancer Institute, Rutgers Cancer Institute of New Jersey, Veracyte, Inc., Carver College of Medicine, University of Iowa, University of Iowa and Clinic Holden Cancer Center"
139,D13,Survival outcomes of de novo mHSPC based on hemoglobin A1C and ARPI therapy.,"Rohan Agarwal , Luke Rohde , Jason Doherty , Martin Schoen","Saint Louis University School of Medicine, Department of Health and Clinical Outcomes Research, Saint Louis University, Division of Hematology and Medical Oncology, Department of Internal Medicine, Saint Louis University School of Medicine"
269,H10,Androgen receptor alterations and survival in veterans who develop metastatic castrate resistant prostate cancer.,"Carley Pickett , Krishny Karunanandaa , Jason Doherty , Isla Garraway , Matthew Rettig , Kara Maxwell , Martin Schoen","Saint Louis University School of Medicine, Department of Health and Clinical Outcomes Research, Saint Louis University, Greater Los Angeles Department of Veterans Affairs Healthcare System, Department of Medical Oncology, University of California, Los Angeles, University of Pennsylvania, Division of Hematology and Medical Oncology, Department of Internal Medicine, Saint Louis University School of Medicine"
76,B22,Overall survival between veterans with metastatic castration-resistant prostate cancer treated with enzalutamide or abiraterone with kidney disease.,"Robert Wilson , Jason Doherty , Suhong Luo , Danielle Candelieri-Surette , Daniel Eaton Jr., Martin Schoen","Saint Louis University School of Medicine, Department of Health and Clinical Outcomes Research, Saint Louis University, Saint Louis VA Medical Center, University of Massachusetts Lowell, Veterans Affairs St. Louis Health Care System, St. Louis Veterans Affairs Medical Center"
72,B18,Hospitalizations in veterans treated with monotherapy vs combination therapy for metastatic hormone sensitive prostate cancer.,"Kara Ingram , Robert Wilson , Jason Doherty , Daniel Eaton Jr., Martin Schoen","Saint Louis University School of Medicine, Department of Health and Clinical Outcomes Research, Saint Louis University, Veterans Affairs St. Louis Health Care System, Division of Hematology and Medical Oncology, Department of Internal Medicine, Saint Louis University School of Medicine"
187,E26,Evaluating the impact of single vs. combination therapy on survival outcomes in mHSPC patients stratified by BMI.,"Luke Rohde , Rohan Agarwal , Martin Schoen","Saint Louis University School of Medicine, Research Service, St. Louis Veterans Affairs Medical Center"
680,C13,Inclusion of patients with reduced performance status (ECOG 2 or higher) in FDA registrational trials for urothelial cancer.,"Panah Parab , Ronit Juthani , Kala Seetharaman","Saint Vincent Hospital, St. Vincent Hospital, Saint Vincent Cancer and Wellness Center"
559,G26,Systemic therapies in renal cell carcinoma with brain metastases: A comparative meta-analysis of immunotherapy and tyrosine kinase inhibitors.,"Abdur Jamil , Zaheer Qureshi , Roshmita Bardhan , Mohsin Ahmad , Insija Selene","Samaritan Medical Centre, The Frank H. Netter M.D. School of Medicine at Quinnipiac University, The Jewish Hospital, Mercy Health, Christus Southeast Texas- St.Elizabeth, University of Kentucky"
807,G3,Phase I dose-escalation study of the next-generation nectin-4 targeting antibody–drug conjugate CRB-701 (SYS6002) in US and UK patients with urothelial cancer and other solid tumors.,"Cesar Perez , Neel Gandhi , Kailash Mosalpuria , C. Cowey , Ian Hodgson , Dominic Smethurst , David Pinato","Sarah Cannon Research Institute at Florida Cancer Specialists, Carolina BioOncology Institute, Nebraska Hematology-Oncology P.C., Texas Oncology-Baylor Charles A. Sammons Cancer Center, The US Oncology Network, Corbus Pharmaceuticals, Department of Surgery and Cancer, Imperial College"
73,B19,A real-world clinicogenomic study of androgen receptor mutations and co-mutations in prostate cancer: Clinical implications.,"Emma Sturgill , Daniel Luckett , Tarun Agrawal , Jordan Best , Rikki Williams , Manojkumar Bupathi , Mark Fleming , Ian Schnadig , Vivek Subbiah , David Spigel , Howard Burris III, Andrew McKenzie , Benjamin Garmezy","Sarah Cannon Research Institute, Genospace, TriStar Centennial Medical Center, Rocky Mountain Cancer Centers, Virginia Oncology Associates, Compass Oncology, Sarah Cannon Research Institute Oncology Partners"
723,D20,Avelumab first-line (1L) maintenance therapy in advanced urothelial carcinoma: Final analysis from a real-world study in the UK.,"Robert Jones , Yatri Shah , Alison Birtle , Amarnath Challapalli , Joachim Chan , Deborah Enting , Andrew Hudson , Mark Linch , Sophie Otter , Andrew Protheroe , Anand Sharma , Rufus Turner , Bhagyalakshmi Chengat Prakashbabu , Wendy Rice , Elima Jedy-Agba","School of Cancer Sciences, University of Glasgow, Merck Serono, Rosemere Cancer Centre, Lancs Teaching Hospitals, & University of Manchester, University of Central Lancashire, Bristol Haematology and Oncology Centre, University Hospitals Bristol and Weston NHS Foundation Trust, The Clatterbridge Cancer Centre NHS Foundation Trust, Guy's and St Thomas' NHS Foundation Trust, The Christie NHS Foundation Trust, University College London Cancer Institute, Royal Surrey County Hospital NHS Foundation Trust, Oxford University Hospitals NHS Foundation Trust, Mount Vernon Cancer Centre, The Beatson West of Scotland Cancer Centre, IQVIA, IQVIA Ltd"
TPS617,K18,"Implementing precision oncology in renal cell carcinoma (RCC): Prospective identification of clinical, tissue-based, and circulating factors to refine outcome prediction and support therapeutic choices (SIGNS-RCC TRIAL).","Ilaria Zampiva , Emanuela Fantinel , Veronica Mollica , Sara Elena Rebuzzi , Davide Bimbatti , Francesca Bertolotti , Matteo Brunelli , Stefano Manduca , Pierpaolo Marchetti , Andrea Marchetti , Jessica Menis , Guido Martignoni , Cecilia Nasso , Michela Piacentini , Francesco Pierantoni , Matteo Rosellini , Giuseppe Verlato , Roberta Vesentini , Michele Milella , Anna Caliò","Section of Innovation Biomedicine-Oncology Area, Department of Engineering for Innovation Medicine (DIMI) Verona, Italy; Oncology Unit 1, Istituto Oncologico Veneto, IOV-IRCCS, Medical Oncology Department, University and Hospital Trust of Verona, Medical Oncology, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Department of Internal Medicine and Medical Specialties (Di.M.I.), University of Genoa, Genoa; Medical Oncology Unit, Ospedale San Paolo, Oncology Unit 1, Veneto Institute of Oncology IOV - IRCCS, Oncologia Medica, Ospedale San Paolo, Department of Diagnostic and Public Health, Section of Pathology, University of Verona, Section of Innovation Biomedicine - Oncology Area, Department of Engineering for Innovation Medicine (DIMI), University of Verona and University and Hospital Trust (AOUI) of Verona, Department of Diagnostics and Public Health, Section of Epidemiology and Medical Statistics, University of Verona, Department of Diagnostic and Public Health, Section of Pathology, University of Verona, Verona; Department of Pathology, Pederzoli Hospital, Division of Oncology, S. Corona Hospital, Oncology Unit 3, Istituto Oncologico Veneto, IOV-IRCCS"
751,E13,A comparative analysis of complication rates in urinary diversions: Exploring the impact of contemporary surgical trends.,"John Pfail , Melinda Fu , Rachel Passarelli , Alain Kaldany , Benjamin Lichtbroun , David Golombos , Thomas Jang , Vignesh Packiam , Saum Ghodoussipour","Section of Urologic Oncology, Rutgers Robert Wood Johnson Medical School, Section of Urologic Oncology, Rutgers Cancer Institute and Rutgers Robert Wood Johnson Medical School, Section of Urologic Oncology, Rutgers Cancer Institute of New Jersey and Rutgers Robert Wood Johnson Medical School"
51,A29,Role of liquid biopsy in the detection of homologous recombination repair gene mutations (HRRm) in metastatic prostate cancer (mPC).,"Soumaya Labidi , Parvaneh Fallah , Aida Salehi , Raghu Rajan , Mona Alameldine , Fadi Brimo , William Foulkes , Andreas Papadakis , Alan Spatz , Cristiano Ferrario , Ramy Saleh , April Rose","Segal Cancer Centre, Jewish General Hospital, McGill University Health Centre, Pathology Department, Jewish General Hospital, Segal Cancer Center, Lady Davis Institute, Jewish General Hospital, Lady Davis Institute, Lady Davis Institute, McGill University, Jewish General Hospital, Segal Cancer Centre, Jewish General Hospital, McGill University"
801,F28,A heterologous prime-boost strategy using RUTI vaccine to improve the BCG response in non–muscle-invasive bladder cancer patients (RUTIVAC-1 trial).,"Oscar Buisan , Pol Servian , Sonia Pedreño-Lopez , Joan Pagès , Victor Urrea , Roberto Martinez , Elisabet Garcia , Mercè Amat , Joan Areal , Joaquim Bellmunt , Bonaventura Clotet , Cecilia Cabrera","Servicio de Urología, Hospital Universitario de Bellvitge, ICO - Institut Català d'Oncologia Badalona (Hospital Universitario Germans Trias i Pujol), IrsiCaixa, Institute for Health Science Research Germans Trias i Pujol (IGTP), Department of Urology, Archivel Farma, Bladder Cancer Center, Dana Farber Cancer Institute, Harvard Medical School, Irsicaixa. Institute for Health Science Research Germans Trias i Pujol (IGTP)"
829,G25,Comprehensive investigation of CPSF3's role in the progression of bladder cancer.,"Zhiyang Ma , Danfeng Xu , Chenghe Wang","Shanghai Ruijin Hospital, Ruijin Hospital Affliated to Shanghai Jiaotong Medical School"
2,D1,"Prevention, diagnosis, and management of penile cancer in the LGBTQ+ community: A systematic review and meta-analysis.","Akshit Chitkara , Fnu Anamika , Atulya Khosla , Sakshi Bai , Arshia Adib , Rushin Patel , Rohit Singh","Sidney Kimmel Comprehensive Cancer Institute, Thomas Jefferson University, Lenox Hill Hospital, Department of Internal Medicine, William Beaumont University Hospital, Henry Ford Jackson Hospital, NDMC Medical College, Washington University in St. Louis, University of Vermont Medical Center"
TPS295,M14,Phase 1/2 study of REGN4336 alone or in combination with cemiplimab or nezastomig in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC).,"William Kelly , Sandy Srinivas , Joseph Maly , Deepak Kilari , Arif Hussain , Biren Saraiya , Bilal Siddiqui , Paul Monk III, Gurkamal Chatta , Vivek Narayan , Divya Rana , Pradeep Thanigaimani , Fang Fang , Dimitris Skokos , Jessica Kirshner , Frank Seebach , Israel Lowy , Matthew Ingham , Sabina Sandigursky , Elizabeth Miller","Sidney Kimmel Medical College, Thomas Jefferson University, Stanford School of Medicine, Norton Cancer Institute, Froedtert & Medical College of Wisconsin, University of Maryland Medical Center, Rutgers Cancer Institute, The State University of New Jersey, Robert Wood Johnson Medical School, The Cancer Institute of New Jersey, Department of Genitourinary Medical Oncology, The University of Texas MD Anderson Cancer Center, The Ohio State University Comprehensive Cancer Center, Roswell Park Comprehensive Cancer Center, Hospital of the University of Pennsylvania, Regeneron Pharmaceuticals, Inc."
644,J29,The prognostic value of LDH in patients with good risk metastatic seminoma treated with single agent carboplatin AUC10.,"Nasreen Abdul Aziz , Kenrick Ng , Sushila Ganguli , Prabhakar Rajan , Anand Sharma , Jonathan Shamash","St Bartholomew’s Hospital, Barts Health NHS Trust, Mount Vernon Cancer Centre, The Royal London Hospital, Barts Health NHS Trust"
TPS651,K19,THERATEST: A multi-centre observational cohort feasibility study of de-escalation therapies for stage II seminoma.,"Nasreen Abdul Aziz , Kenrick Ng , Constantine Alifrangis , Ben Tran , Ciara Conduit , Elizabeth Liow , Charlotte Ackerman , Ramona Georgescu , Tanim Jamal , Clare Relton , Erik Mayer , David Nicol , Walter Cazzaniga , Robert Huddart , Alison Reid , Jonathan Shamash , Prabhakar Rajan","St Bartholomew’s Hospital, Barts Health NHS Trust, University College London Hospitals NHS Foundation Trust, Peter MacCallum Cancer Centre, Royal Hobart Hospital, Division of Personalised Oncology, Walter and Eliza Hall Institute of Medical Research, Centre for Experimental Cancer Medicine, Barts Cancer Institute, Queen Mary University of London, Wolfson Institute of Population Health, Queen Mary University of London, The Royal Marsden Hospital NHS Foundation Trust, Department of Oncology, Royal Marsden NHS Foundation Trust, Centre for Cancer Cell and Molecular Biology, Barts Cancer Institute, Queen Mary University of London"
453,D21,Inclusion of patients with reduced performance status (ECOG 2 or higher) in FDA registrational trials for renal cell carcinoma (RCC).,"Ronit Juthani , Panah Parab , Kala Seetharaman","St. Vincent Hospital, Saint Vincent Hospital, Saint Vincent Cancer and Wellness Center"
632,J17,Outcomes with tandem or triplet autologous stem cell transplant for refractory germ cell tumors.,"Michael Glover , Sumit Shah , Alice Fan , Sandy Srinivas , Ali Khaki , Laura Johnston","Stanford University Medical Center, Stanford Cancer Center, Department of Medicine, Division of Oncology, Stanford University School of Medicine, Stanford University"
107,C17,PSA response and survival based on metastatic site in patients with metastatic castration resistant prostate cancer (mCRPC) treated with lutetium-177-PSMA-vipivotide tetraxetan (Lu177-PVT).,"Joseph Allen , Colin Bergstrom , Hong Song , Catiussi Hoffmann , Shann Ruiz , Joanne Chien , Kaidi Moore , Divya Parikh , Sumit Shah , Alice Fan , Sandy Srinivas , Andrei Iagaru , Ali Khaki","Stanford University School of Medicine, Stanford University Medical Center, Stanford University, Stanford Health Care, Division of Oncology, Stanford University School of Medicine, Stanford Hospitals and Clinics, Department of Medicine, Division of Oncology, Stanford University School of Medicine, Division of Nuclear Medicine and Molecular Imaging, Stanford University"
